id,pred_raw,subject,subcategory,error
generation-for-nlp-425,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-903,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-904,국어 | 독서,국어,독서,
generation-for-nlp-905,국어 | 문학,국어,문학,
generation-for-nlp-909,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-910,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-911,국어 | 문학,국어,문학,
generation-for-nlp-912,국어 | 독서,국어,독서,
generation-for-nlp-913,국어 | 문학,국어,문학,
generation-for-nlp-914,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-915,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-916,국어 | 문학,국어,문학,
generation-for-nlp-917,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-918,화법과 작문 | 기능적 고착화,화법과 작문,기능적 고착화,
generation-for-nlp-919,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-920,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-921,사회·문화 | 사회·문화,사회·문화,사회·문화,
generation-for-nlp-922,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-923,국어 | 문학,국어,문학,
generation-for-nlp-924,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-925,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-927,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-929,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-930,국어 | 문학,국어,문학,
generation-for-nlp-933,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-934,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-935,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-936,정치와 법 | 문간에 발 들여놓기,정치와 법,문간에 발 들여놓기,
generation-for-nlp-937,국어 | 문학,국어,문학,
generation-for-nlp-938,국어 | 문학,국어,문학,
generation-for-nlp-940,국어 | 문학,국어,문학,
generation-for-nlp-941,국어 | 독서,국어,독서,
generation-for-nlp-942,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-943,국어 | 독서,국어,독서,
generation-for-nlp-944,국어 | 문학,국어,문학,
generation-for-nlp-945,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-946,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-947,국어 | 문학,국어,문학,
generation-for-nlp-950,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-951,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-952,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-953,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-954,국어 | 문학,국어,문학,
generation-for-nlp-955,국어 | 독서,국어,독서,
generation-for-nlp-956,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-957,사회·문화 | 사회조사,사회·문화,사회조사,
generation-for-nlp-958,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-959,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-960,국어 | 문학,국어,문학,
generation-for-nlp-962,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-963,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-964,국어 | 독서,국어,독서,
generation-for-nlp-965,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-966,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-967,산업/조직,,,
generation-for-nlp-968,국어 | 독서,국어,독서,
generation-for-nlp-969,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-972,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-973,국어 | 독서,국어,독서,
generation-for-nlp-974,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-975,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-976,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-977,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-978,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-979,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-981,사회탐구 | 사회·문화,사회탐구,사회·문화,
generation-for-nlp-982,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-983,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-984,정치와 법 | 정치와 법,정치와 법,정치와 법,
generation-for-nlp-985,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-986,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-987,정치와 법 | 4,정치와 법,4,
generation-for-nlp-988,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-989,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-991,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-992,정치와 법 | 정치와 법,정치와 법,정치와 법,
generation-for-nlp-993,정치와 법 |,정치와 법,,
generation-for-nlp-994,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-995,정치와 법 | 철도규제법 제정,정치와 법,철도규제법 제정,
generation-for-nlp-996,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-998,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-999,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1000,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1001,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1003,정치와 법 | 우드로 윌슨의 14개조,정치와 법,우드로 윌슨의 14개조,
generation-for-nlp-1004,정치와 법 | 정치와 법,정치와 법,정치와 법,
generation-for-nlp-1005,정치와 법 | 잭슨 민주주의,정치와 법,잭슨 민주주의,
generation-for-nlp-1006,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1007,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1008,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1009,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1010,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1012,정치와 법 |,정치와 법,,
generation-for-nlp-1014,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1016,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1019,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1021,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1022,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1023,정치와 법 |,정치와 법,,
generation-for-nlp-1026,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1027,정치와 법 | 정치와 법,정치와 법,정치와 법,
generation-for-nlp-1030,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1031,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1033,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1034,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1035,정치와 법 |,정치와 법,,
generation-for-nlp-1037,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1039,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1040,정치와 법 |,정치와 법,,
generation-for-nlp-1041,정치와 법 |,정치와 법,,
generation-for-nlp-1042,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1045,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1046,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1047,정치와 법 | 정치와 법,정치와 법,정치와 법,
generation-for-nlp-1048,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1049,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1050,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1051,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1052,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1053,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1055,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1056,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1057,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1058,정치와 법 | 정치와 법,정치와 법,정치와 법,
generation-for-nlp-1059,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1060,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1062,사회탐구 | 사회·문화,사회탐구,사회·문화,
generation-for-nlp-1063,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1064,국어 | 독서,국어,독서,
generation-for-nlp-1065,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1066,사회탐구 | 사회·문화,사회탐구,사회·문화,
generation-for-nlp-1067,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1068,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1069,정치와 법 | 정치와 법,정치와 법,정치와 법,
generation-for-nlp-1070,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1071,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1072,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1073,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1074,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1075,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1077,정치와 법 | 정치와 법,정치와 법,정치와 법,
generation-for-nlp-1078,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1080,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1082,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1086,정치와 법 |,정치와 법,,
generation-for-nlp-1087,정치와 법 |,정치와 법,,
generation-for-nlp-1088,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1089,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1090,정치와 법 | 헌법의 도망노예 조항의 의도를 훼손했다.,정치와 법,헌법의 도망노예 조항의 의도를 훼손했다.,
generation-for-nlp-1091,정치와 법 |,정치와 법,,
generation-for-nlp-1092,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1093,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1094,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1095,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1096,정치와 법 | 정치와 법,정치와 법,정치와 법,
generation-for-nlp-1097,정치와 법 |,정치와 법,,
generation-for-nlp-1098,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1100,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1101,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1102,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1103,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-1104,사회탐구 | 사회·문화,사회탐구,사회·문화,
generation-for-nlp-1105,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1107,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1108,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1109,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1110,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1112,정치와 법 | 드레드 스콧 대 샌포드(Dred Scott v. Sanford)(1857),정치와 법,드레드 스콧 대 샌포드(Dred Scott v. Sanford)(1857),
generation-for-nlp-1113,정치와 법 | 정치와 법,정치와 법,정치와 법,
generation-for-nlp-1114,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1115,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1119,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1120,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-1122,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1123,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1124,정치와 법 | 정치와 법,정치와 법,정치와 법,
generation-for-nlp-1126,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1127,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1128,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1129,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1130,사회탐구 | 정교 분리,사회탐구,정교 분리,
generation-for-nlp-1131,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1132,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1133,정치와 법 | 정치와 법,정치와 법,정치와 법,
generation-for-nlp-1135,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1136,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1137,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1138,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1139,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1141,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1142,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1143,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1144,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1145,정치와 법 | 정당의 올바른 역할에 대한 논의,정치와 법,정당의 올바른 역할에 대한 논의,
generation-for-nlp-1146,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1147,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1148,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1149,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1150,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1152,사회탐구 | 비동맹 운동의 형성,사회탐구,비동맹 운동의 형성,
generation-for-nlp-1153,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1155,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1157,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1158,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1159,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1160,국어 | 문학,국어,문학,
generation-for-nlp-1161,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1162,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1163,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1164,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1165,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1166,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1167,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1169,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1170,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1171,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1172,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1173,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1174,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1175,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1176,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1177,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-1178,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1180,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1181,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1182,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1183,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1184,사회탐구 | 아파르트헤이트,사회탐구,아파르트헤이트,
generation-for-nlp-1185,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1186,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1187,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1188,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1189,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1191,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1192,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1194,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1195,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1196,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1199,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1200,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1201,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1202,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1203,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1204,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1205,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1207,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1208,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1209,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1210,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1211,사회탐구 | 범아프리카주의,사회탐구,범아프리카주의,
generation-for-nlp-1212,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1213,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1214,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1215,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1216,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1217,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1218,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1219,국어 | 문학,국어,문학,
generation-for-nlp-1220,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-1221,국어 | 문학,국어,문학,
generation-for-nlp-1223,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1224,사회탐구 | 사회·문화,사회탐구,사회·문화,
generation-for-nlp-1226,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1227,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1228,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1229,국어 | 문학,국어,문학,
generation-for-nlp-1230,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1231,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1232,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1233,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1234,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1235,사회탐구 | 강제 노동의 새로운 시스템,사회탐구,강제 노동의 새로운 시스템,
generation-for-nlp-1236,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1237,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1238,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1239,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1240,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1241,국어 | 문학,국어,문학,
generation-for-nlp-1243,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-1244,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1245,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1246,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1247,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1248,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1249,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1250,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1251,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1254,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1255,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1256,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1257,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1258,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1260,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1261,사회탐구 | 30년 전쟁,사회탐구,30년 전쟁,
generation-for-nlp-1262,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1263,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1264,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1265,국어 | 문학,국어,문학,
generation-for-nlp-1266,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1267,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1268,국어 | 문학,국어,문학,
generation-for-nlp-1269,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1270,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1271,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1272,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1274,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1275,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1276,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1278,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1280,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1281,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1282,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1283,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1284,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1285,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1287,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1288,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1289,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1290,국어 | 문학,국어,문학,
generation-for-nlp-1291,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1293,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1294,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1295,사회탐구 | 탈식민지화,사회탐구,탈식민지화,
generation-for-nlp-1296,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1297,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1298,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1299,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1302,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1303,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1305,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1306,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1308,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1309,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1310,정치와 법 |,정치와 법,,
generation-for-nlp-1311,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1313,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1314,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1315,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1316,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1317,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1318,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1319,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1320,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1321,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1322,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1323,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1324,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1325,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-1326,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1327,국어 | 문학,국어,문학,
generation-for-nlp-1328,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-1329,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1332,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1333,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1334,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1335,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1336,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1337,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1338,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1339,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1340,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1341,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1342,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1344,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1347,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1348,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1349,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1351,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1352,국어 | 문학,국어,문학,
generation-for-nlp-1353,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1354,사회탐구 | 세계사,사회탐구,세계사,
