id,pred_raw,subject,subcategory,error
generation-for-nlp-425,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-938,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-940,국어 | 문학,국어,문학,
generation-for-nlp-941,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-942,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-943,국어 | 독서,국어,독서,
generation-for-nlp-944,국어 | 문학,국어,문학,
generation-for-nlp-945,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-946,국어 | 독서,국어,독서,
generation-for-nlp-947,국어 | 독서,국어,독서,
generation-for-nlp-950,국어 | 독서,국어,독서,
generation-for-nlp-951,국어 | 독서,국어,독서,
generation-for-nlp-952,국어 | 독서,국어,독서,
generation-for-nlp-953,국어 | 독서,국어,독서,
generation-for-nlp-954,국어 | 문학,국어,문학,
generation-for-nlp-955,국어 | 독서,국어,독서,
generation-for-nlp-956,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-957,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-958,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-959,국어 | 언어와 매체,국어,언어와 매체,
generation-for-nlp-960,국어 | 독서,국어,독서,
generation-for-nlp-962,국어 | 문학,국어,문학,
generation-for-nlp-963,국어 | 독서,국어,독서,
generation-for-nlp-964,국어 | 독서,국어,독서,
generation-for-nlp-965,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-966,국어 | 화법과 작문,국어,화법과 작문,
generation-for-nlp-967,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-968,국어 | 독서,국어,독서,
generation-for-nlp-969,국어 | 독서,국어,독서,
generation-for-nlp-972,국어 | 독서,국어,독서,
generation-for-nlp-973,국어 | 독서,국어,독서,
generation-for-nlp-974,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-975,국어 | 문학,국어,문학,
generation-for-nlp-976,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-977,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-978,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-979,국어 | 문학,국어,문학,
generation-for-nlp-981,국어 | 독서,국어,독서,
generation-for-nlp-982,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-983,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-984,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-985,국어 | 문학,국어,문학,
generation-for-nlp-986,국어 | 독서,국어,독서,
generation-for-nlp-987,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-988,국어 | 문학,국어,문학,
generation-for-nlp-989,국어 | 독서,국어,독서,
generation-for-nlp-991,국어 | 독서,국어,독서,
generation-for-nlp-992,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-993,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-994,국어 | 문학,국어,문학,
generation-for-nlp-995,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-996,국어 | 독서,국어,독서,
generation-for-nlp-998,국어 | 독서,국어,독서,
generation-for-nlp-999,국어 | 독서,국어,독서,
generation-for-nlp-1000,국어 | 문학,국어,문학,
generation-for-nlp-1001,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1003,국어 | 독서,국어,독서,
generation-for-nlp-1004,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1005,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1006,국어 | 문학,국어,문학,
generation-for-nlp-1007,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1008,국어 | 독서,국어,독서,
generation-for-nlp-1009,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1010,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1012,국어 | 문학,국어,문학,
generation-for-nlp-1014,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1016,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1019,국어 | 문학,국어,문학,
generation-for-nlp-1021,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1022,국어 | 문학,국어,문학,
generation-for-nlp-1023,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1026,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1027,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1030,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1031,국어 | 독서,국어,독서,
generation-for-nlp-1033,국어 | 문학,국어,문학,
generation-for-nlp-1034,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1035,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1037,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1039,국어 | 문학,국어,문학,
generation-for-nlp-1040,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1041,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1042,국어 | 문학,국어,문학,
generation-for-nlp-1045,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1046,국어 | 독서,국어,독서,
generation-for-nlp-1047,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1048,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1049,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1050,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1051,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1052,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1053,국어 | 문학,국어,문학,
generation-for-nlp-1055,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1056,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1057,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1058,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1059,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1060,국어 | 문학,국어,문학,
generation-for-nlp-1062,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1063,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1064,국어 | 문학,국어,문학,
generation-for-nlp-1065,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1066,국어 | 문학,국어,문학,
generation-for-nlp-1067,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1068,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1069,국어 | 문학,국어,문학,
generation-for-nlp-1070,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1071,국어 | 독서,국어,독서,
generation-for-nlp-1072,국어 | 문학,국어,문학,
generation-for-nlp-1073,국어 | 문학,국어,문학,
generation-for-nlp-1074,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1075,국어 | 독서,국어,독서,
generation-for-nlp-1077,국어 | 독서,국어,독서,
generation-for-nlp-1078,국어 | 독서,국어,독서,
generation-for-nlp-1080,국어 | 독서,국어,독서,
generation-for-nlp-1082,국어 | 문학,국어,문학,
generation-for-nlp-1086,국어 | 독서,국어,독서,
generation-for-nlp-1087,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1088,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1089,국어 | 문학,국어,문학,
generation-for-nlp-1090,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1091,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1092,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1093,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1094,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1095,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1096,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1097,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1098,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1100,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1101,국어 | 문학,국어,문학,
generation-for-nlp-1102,국어 | 독서,국어,독서,
generation-for-nlp-1103,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-1104,국어 | 문학,국어,문학,
generation-for-nlp-1105,국어 | 독서,국어,독서,
generation-for-nlp-1107,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1108,국어 | 문학,국어,문학,
generation-for-nlp-1109,국어 | 문학,국어,문학,
generation-for-nlp-1110,국어 | 문학,국어,문학,
generation-for-nlp-1112,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1113,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1114,국어 | 문학,국어,문학,
generation-for-nlp-1115,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1119,국어 | 문학,국어,문학,
generation-for-nlp-1120,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-1122,국어 | 문학,국어,문학,
generation-for-nlp-1123,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1124,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1126,국어 | 독서,국어,독서,
generation-for-nlp-1127,국어 | 문학,국어,문학,
generation-for-nlp-1128,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1129,국어 | 문학,국어,문학,
generation-for-nlp-1130,사회탐구 | 정교 분리,사회탐구,정교 분리,
generation-for-nlp-1131,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1132,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1133,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1135,국어 | 독서,국어,독서,
generation-for-nlp-1136,국어 | 문학,국어,문학,
generation-for-nlp-1137,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1138,국어 | 문학,국어,문학,
generation-for-nlp-1139,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1141,국어 | 독서,국어,독서,
generation-for-nlp-1142,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1143,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1144,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1145,국어 | 독서,국어,독서,
generation-for-nlp-1146,국어 | 독서,국어,독서,
generation-for-nlp-1147,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1148,국어 | 문학,국어,문학,
generation-for-nlp-1149,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1150,국어 | 문학,국어,문학,
generation-for-nlp-1152,국어 | 독서,국어,독서,
generation-for-nlp-1153,국어 | 문학,국어,문학,
generation-for-nlp-1155,사회탐구 | 윤리와 사상,사회탐구,윤리와 사상,
generation-for-nlp-1157,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1158,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1159,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1160,국어 | 문학,국어,문학,
generation-for-nlp-1161,국어 | 문학,국어,문학,
generation-for-nlp-1162,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1163,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1164,국어 | 문학,국어,문학,
generation-for-nlp-1165,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1166,국어 | 문학,국어,문학,
generation-for-nlp-1167,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1169,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1170,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1171,국어 | 독서,국어,독서,
generation-for-nlp-1172,국어 | 문학,국어,문학,
generation-for-nlp-1173,국어 | 문학,국어,문학,
generation-for-nlp-1174,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1175,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1176,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1177,국어 | 독서,국어,독서,
generation-for-nlp-1178,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1180,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1181,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1182,국어 | 독서,국어,독서,
generation-for-nlp-1183,국어 | 문학,국어,문학,
generation-for-nlp-1184,국어 | 문학,국어,문학,
generation-for-nlp-1185,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1186,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1187,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1188,국어 | 문학,국어,문학,
generation-for-nlp-1189,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1191,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1192,국어 | 문학,국어,문학,
generation-for-nlp-1194,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1195,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1196,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1199,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1200,국어 | 문학,국어,문학,
generation-for-nlp-1201,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1202,국어 | 문학,국어,문학,
generation-for-nlp-1203,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1204,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1205,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1207,국어 | 문학,국어,문학,
generation-for-nlp-1208,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1209,국어 | 문학,국어,문학,
generation-for-nlp-1210,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1211,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1212,국어 | 독서,국어,독서,
generation-for-nlp-1213,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1214,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1215,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1216,국어 | 문학,국어,문학,
generation-for-nlp-1217,국어 | 문학,국어,문학,
generation-for-nlp-1218,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1219,국어 | 문학,국어,문학,
generation-for-nlp-1220,국어 | 독서,국어,독서,
generation-for-nlp-1221,국어 | 문학,국어,문학,
generation-for-nlp-1223,국어 | 문학,국어,문학,
generation-for-nlp-1224,국어 | 문학,국어,문학,
generation-for-nlp-1226,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1227,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1228,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1229,국어 | 독서,국어,독서,
generation-for-nlp-1230,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1231,국어 | 문학,국어,문학,
generation-for-nlp-1232,국어 | 문학,국어,문학,
generation-for-nlp-1233,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1234,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1235,사회탐구 | 강제 노동의 새로운 시스템,사회탐구,강제 노동의 새로운 시스템,
generation-for-nlp-1236,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1237,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1238,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1239,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1240,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1241,국어 | 문학,국어,문학,
generation-for-nlp-1243,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-1244,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1245,국어 | 문학,국어,문학,
generation-for-nlp-1246,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1247,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1248,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1249,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1250,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1251,국어 | 문학,국어,문학,
generation-for-nlp-1254,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1255,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1256,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1257,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1258,국어 | 문학,국어,문학,
generation-for-nlp-1260,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1261,국어 | 문학,국어,문학,
generation-for-nlp-1262,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1263,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1264,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1265,국어 | 문학,국어,문학,
generation-for-nlp-1266,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1267,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1268,국어 | 문학,국어,문학,
generation-for-nlp-1269,국어 | 문학,국어,문학,
generation-for-nlp-1270,국어 | 문학,국어,문학,
generation-for-nlp-1271,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1272,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1274,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1275,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1276,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1278,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1280,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1281,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1282,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1283,국어 | 문학,국어,문학,
generation-for-nlp-1284,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1285,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1287,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1288,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1289,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1290,국어 | 문학,국어,문학,
generation-for-nlp-1291,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1293,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1294,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1295,국어 | 독서,국어,독서,
generation-for-nlp-1296,국어 | 문학,국어,문학,
generation-for-nlp-1297,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1298,국어 | 문학,국어,문학,
generation-for-nlp-1299,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1302,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1303,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1305,국어 | 문학,국어,문학,
generation-for-nlp-1306,국어 | 문학,국어,문학,
generation-for-nlp-1308,국어 | 문학,국어,문학,
generation-for-nlp-1309,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1310,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1311,국어 | 문학,국어,문학,
generation-for-nlp-1313,국어 | 문학,국어,문학,
generation-for-nlp-1314,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1315,국어 | 문학,국어,문학,
generation-for-nlp-1316,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1317,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1318,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1319,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1320,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1321,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1322,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1323,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1324,국어 | 문학,국어,문학,
generation-for-nlp-1325,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1326,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1327,국어 | 문학,국어,문학,
generation-for-nlp-1328,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-1329,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1332,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1333,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1334,국어 | 독서,국어,독서,
generation-for-nlp-1335,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1336,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1337,국어 | 문학,국어,문학,
generation-for-nlp-1338,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1339,국어 | 문학,국어,문학,
generation-for-nlp-1340,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1341,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1342,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1344,국어 | 문학,국어,문학,
generation-for-nlp-1347,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-1348,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1349,국어 | 문학,국어,문학,
generation-for-nlp-1351,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1352,국어 | 문학,국어,문학,
generation-for-nlp-1353,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1354,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1355,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1356,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1357,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1358,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1359,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1360,국어 | 문학,국어,문학,
generation-for-nlp-1361,사회탐구 | 동아시아사,사회탐구,동아시아사,
generation-for-nlp-1362,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1365,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1366,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1367,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1368,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1369,국어 | 문학,국어,문학,
generation-for-nlp-1371,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1372,국어 | 문학,국어,문학,
generation-for-nlp-1373,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1374,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1375,사회탐구 | 세계사,사회탐구,세계사,
generation-for-nlp-1377,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1379,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-1380,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1383,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1384,국어 | 독서,국어,독서,
generation-for-nlp-1386,국어 | 독서,국어,독서,
generation-for-nlp-1388,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1389,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1390,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1391,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1392,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1394,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1396,국어 | 독서,국어,독서,
generation-for-nlp-1397,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-1398,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-1399,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-1400,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1401,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-1402,국어 | 독서,국어,독서,
generation-for-nlp-1405,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1406,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-1407,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1408,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1409,국어 | 독서,국어,독서,
generation-for-nlp-1410,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-1411,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1412,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-1413,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1414,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-1415,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-1416,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1417,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-1418,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1420,사회탐구 | 정치와 법,사회탐구,정치와 법,
generation-for-nlp-1421,사회탐구 | 생활과 윤리,사회탐구,생활과 윤리,
generation-for-nlp-1422,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-1424,국어 | 독서,국어,독서,
generation-for-nlp-1425,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-1426,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-1427,사회탐구 | 경제,사회탐구,경제,
generation-for-nlp-1428,국어 | 독서,국어,독서,
